Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
789C4_R2_001	(1, 36.581114206354485)	(2, 37.04859611692963)	(3, 37.15814339000644)	(4, 37.158910334147286)	(5, 37.169435367447825)	(6, 37.18385563872344)	(7, 37.181293972586744)	(8, 37.16283796917725)	(9, 37.151685416684934)	(10, 37.15247971121073)	(15, 37.11329874511131)	(20, 37.07855103263206)	(25, 36.859429916616605)	(30, 36.752412949755055)	(35, 36.67334165035943)	(40, 36.60235443190642)	(45, 36.53240875203765)	(50, 36.45061800322516)	(55, 36.38968524817747)	(60, 36.30110303952804)	(65, 36.21243068580609)	(70, 36.11969984716716)	(75, 36.015787544604756)	(80, 35.93352137168489)	(85, 35.83136265861994)	(90, 35.72917871220531)	(95, 35.60280386352521)	(100, 35.50297231751851)	(105, 35.33937033383508)	(110, 35.224568867905774)	(115, 35.050570434084186)	(120, 34.91169002284046)	(125, 34.69190271431721)	(130, 34.48705788979484)	(135, 34.27590332718823)	(140, 34.04839204756016)	(145, 33.794197281170725)	(150, 33.631841258280225)
789H14_R1_001	(1, 36.02065535853071)	(2, 36.07536798411159)	(3, 36.306054971949074)	(4, 36.352520845937036)	(5, 36.36428786980197)	(6, 36.38627920738305)	(7, 36.342679728984905)	(8, 36.396669457260856)	(9, 36.396403849145614)	(10, 36.423804716622385)	(15, 36.41361753732433)	(20, 36.39425837726783)	(25, 36.33769554694599)	(30, 36.298609543170585)	(35, 36.26915480498753)	(40, 36.23597994344499)	(45, 36.20610331946195)	(50, 36.179805822716446)	(55, 36.14983130191087)	(60, 36.113324354036976)	(65, 36.087300194393386)	(70, 36.0587383912219)	(75, 36.03253793129758)	(80, 35.9882783026175)	(85, 35.9525976286234)	(90, 35.91515235310156)	(95, 35.87719814420525)	(100, 35.82894901327522)	(105, 35.7771217033143)	(110, 35.73616808528302)	(115, 35.67961653420992)	(120, 35.628653040496246)	(125, 35.57408135590903)	(130, 35.49903903667497)	(135, 35.36496381985265)	(140, 35.34807203680188)	(145, 35.274151060122584)	(150, 35.16333520879786)
789H14_R2_001	(1, 35.371638290480455)	(2, 35.83889831398937)	(3, 35.98600028027224)	(4, 35.93888367191477)	(5, 35.96977800828755)	(6, 35.94568760582565)	(7, 35.95642323445853)	(8, 35.99382502478292)	(9, 35.96330142617996)	(10, 35.99125112888962)	(15, 35.96572664106729)	(20, 35.94588707101506)	(25, 35.896330506464736)	(30, 35.84936605219569)	(35, 35.81031537463038)	(40, 35.775901559832995)	(45, 35.73115692345756)	(50, 35.683631935731874)	(55, 35.65940359125546)	(60, 35.60640288660562)	(65, 35.56165671766364)	(70, 35.51118071241852)	(75, 35.45282828540094)	(80, 35.4106732785336)	(85, 35.36097597145148)	(90, 35.310118191752295)	(95, 35.2471373365956)	(100, 35.21591000328234)	(105, 35.105532421886245)	(110, 35.0722095519029)	(115, 34.96855621095746)	(120, 34.93561517055647)	(125, 34.80174958458075)	(130, 34.700550456004706)	(135, 34.608970685309735)	(140, 34.50352280817349)	(145, 34.38617583080818)	(150, 34.309108528093326)
789H4_R1_001	(1, 35.97012156376157)	(2, 36.02505139455078)	(3, 36.2609681860318)	(4, 36.31409761175947)	(5, 36.32485556607515)	(6, 36.35446482953111)	(7, 36.31215662324623)	(8, 36.36498696810449)	(9, 36.367518602727124)	(10, 36.39963863206485)	(15, 36.3905399639991)	(20, 36.370535057219676)	(25, 36.313744964013516)	(30, 36.27374135857047)	(35, 36.241261927715705)	(40, 36.20646358543706)	(45, 36.16821391169774)	(50, 36.14370244820084)	(55, 36.10462347108419)	(60, 36.06632250574791)	(65, 36.03888303539182)	(70, 36.005692656880015)	(75, 35.9989056419933)	(80, 35.95431655542849)	(85, 35.921699187035394)	(90, 35.877465754468304)	(95, 35.84157369249668)	(100, 35.79440472714559)	(105, 35.73892281675083)	(110, 35.699766263925014)	(115, 35.64477849072159)	(120, 35.59154074727182)	(125, 35.53846893450613)	(130, 35.46676776046185)	(135, 35.336530406589375)	(140, 35.32855369845153)	(145, 35.26575860704295)	(150, 35.15967973946916)
789H4_R2_001	(1, 35.59208550686022)	(2, 35.782274995439145)	(3, 35.91580734538497)	(4, 35.86165893414785)	(5, 35.87971368952338)	(6, 35.83529652555541)	(7, 35.834080640850516)	(8, 35.88444374870536)	(9, 35.86444296007904)	(10, 35.887849656937256)	(15, 35.86602216884181)	(20, 35.84378644822884)	(25, 35.791849629345634)	(30, 35.743936204866586)	(35, 35.704957443005796)	(40, 35.66586075783077)	(45, 35.62116661718019)	(50, 35.56536085522509)	(55, 35.54300470951989)	(60, 35.48735113391287)	(65, 35.43904970734344)	(70, 35.39152507769925)	(75, 35.33626118232999)	(80, 35.28954170309517)	(85, 35.25014265282363)	(90, 35.20320893696878)	(95, 35.14389259362518)	(100, 35.11960825656753)	(105, 35.0056716337084)	(110, 34.980515885157885)	(115, 34.883343501739716)	(120, 34.853347327503954)	(125, 34.724408839121466)	(130, 34.63690101977826)	(135, 34.551499790180095)	(140, 34.45132961779833)	(145, 34.3335955738914)	(150, 34.261874797438345)
789H9_R1_001	(1, 36.240923188211596)	(2, 36.387632894094935)	(3, 36.604816775568445)	(4, 36.64061985686169)	(5, 36.64788741707058)	(6, 36.661357470444976)	(7, 36.63312940788533)	(8, 36.678290191470516)	(9, 36.67644320077015)	(10, 36.70179968815835)	(15, 36.71628934566629)	(20, 36.701010288662815)	(25, 36.619764698781026)	(30, 36.5775395842186)	(35, 36.550624080550506)	(40, 36.51793381685977)	(45, 36.47688992744863)	(50, 36.455985819155416)	(55, 36.4132368733313)	(60, 36.38036303034663)	(65, 36.3516644485324)	(70, 36.32120243264427)	(75, 36.30909907133768)	(80, 36.26453138516464)	(85, 36.237325720846535)	(90, 36.19523829608683)	(95, 36.165265323749395)	(100, 36.10820164010939)	(105, 36.067571044061644)	(110, 36.014823254806274)	(115, 35.968285445219514)	(120, 35.90884568200204)	(125, 35.86627466326867)	(130, 35.79235248376205)	(135, 35.67444940209022)	(140, 35.65781418957884)	(145, 35.59632150350312)	(150, 35.50423800595817)
789H9_R2_001	(1, 35.573055659431084)	(2, 36.017234740637726)	(3, 36.161985424887575)	(4, 36.122444744248206)	(5, 36.15089206963365)	(6, 36.10986331319674)	(7, 36.12476081449101)	(8, 36.170051065522955)	(9, 36.15919110360281)	(10, 36.18155023830168)	(15, 36.16957814674815)	(20, 36.15715415621698)	(25, 36.015518070546854)	(30, 35.95461017421103)	(35, 35.92079963318268)	(40, 35.88990758061228)	(45, 35.855024123443265)	(50, 35.81306914153538)	(55, 35.794748985922766)	(60, 35.74569939055919)	(65, 35.702470412715876)	(70, 35.655208598558076)	(75, 35.60128643078245)	(80, 35.56097518421517)	(85, 35.521045365382676)	(90, 35.47740920495417)	(95, 35.41696634630228)	(100, 35.38767886890243)	(105, 35.290399524916324)	(110, 35.25801461883701)	(115, 35.165164117318625)	(120, 35.13086133337926)	(125, 35.01416112586342)	(130, 34.930928477287395)	(135, 34.84894147831455)	(140, 34.75488904111919)	(145, 34.644028679279)	(150, 34.57282477226287)
789L14_R1_001	(1, 36.33417230461252)	(2, 36.48634865902776)	(3, 36.70397128744576)	(4, 36.73765457288967)	(5, 36.746702994153566)	(6, 36.75863888641839)	(7, 36.737567788326636)	(8, 36.78713307949746)	(9, 36.79375110230392)	(10, 36.80729581455065)	(15, 36.82096890550023)	(20, 36.80734114494895)	(25, 36.72309974647279)	(30, 36.676926450405844)	(35, 36.64902087416389)	(40, 36.61491503619003)	(45, 36.58314133415223)	(50, 36.55109471296813)	(55, 36.51804397500863)	(60, 36.48219874181764)	(65, 36.45437488950042)	(70, 36.42208367797716)	(75, 36.3951314721526)	(80, 36.34927645793221)	(85, 36.31330372895824)	(90, 36.27366340467255)	(95, 36.232702512208526)	(100, 36.180853656461906)	(105, 36.125008500795595)	(110, 36.08074480966939)	(115, 36.02032140221458)	(120, 35.96210500372226)	(125, 35.900058165038395)	(130, 35.81885503381691)	(135, 35.678246846307125)	(140, 35.63938227480214)	(145, 35.543696415108435)	(150, 35.422020947596984)
789L14_R2_001	(1, 35.66165783710903)	(2, 36.10534800717448)	(3, 36.25321657399956)	(4, 36.23163079822632)	(5, 36.26529195683685)	(6, 36.23203817960873)	(7, 36.24221926862794)	(8, 36.299188327454736)	(9, 36.28573020595937)	(10, 36.31262629253548)	(15, 36.30005119858526)	(20, 36.28799680124591)	(25, 36.15284833180904)	(30, 36.09111599564398)	(35, 36.056745378614345)	(40, 36.02760244400834)	(45, 35.989536118206175)	(50, 35.94616684644494)	(55, 35.92373402749499)	(60, 35.873138627249105)	(65, 35.830641228094166)	(70, 35.78061219941155)	(75, 35.724763113675074)	(80, 35.68396064072418)	(85, 35.63508000007752)	(90, 35.582965299310914)	(95, 35.517539149420834)	(100, 35.48344105314682)	(105, 35.376450815010415)	(110, 35.33670576781404)	(115, 35.23479586138847)	(120, 35.19046922453578)	(125, 35.05405357127091)	(130, 34.945244991960045)	(135, 34.841002109747805)	(140, 34.721027436627345)	(145, 34.584851657617456)	(150, 34.49947676230268)
789L4_R1_001	(1, 35.97602963420477)	(2, 36.03848187736268)	(3, 36.26823378412702)	(4, 36.31556216871484)	(5, 36.32802872733793)	(6, 36.35973813160534)	(7, 36.31585377513781)	(8, 36.36519935576434)	(9, 36.37251700838825)	(10, 36.398081298599415)	(15, 36.389252081171996)	(20, 36.36632919954964)	(25, 36.3068555160361)	(30, 36.26418094747986)	(35, 36.23223806737777)	(40, 36.19736389912484)	(45, 36.16491080048214)	(50, 36.137923841725254)	(55, 36.10311460556192)	(60, 36.06632814542288)	(65, 36.03985941445112)	(70, 36.00974594750502)	(75, 35.986250807479635)	(80, 35.94042687896109)	(85, 35.90551963549462)	(90, 35.86433425670953)	(95, 35.82719952156417)	(100, 35.77987914622089)	(105, 35.7286618602371)	(110, 35.688588081958095)	(115, 35.63619956049801)	(120, 35.585142861985936)	(125, 35.53854108326622)	(130, 35.471744905561636)	(135, 35.35316877125634)	(140, 35.34401668380726)	(145, 35.284089344394076)	(150, 35.19163674897772)
789L4_R2_001	(1, 35.52240175631291)	(2, 35.854031518390144)	(3, 35.97701150825675)	(4, 35.92837886693027)	(5, 35.94319697576859)	(6, 35.923018076155095)	(7, 35.92003208994932)	(8, 35.96353696078304)	(9, 35.93652223452625)	(10, 35.964534079944656)	(15, 35.93761233932182)	(20, 35.916074368378105)	(25, 35.86799973620346)	(30, 35.81810748226061)	(35, 35.77939893056457)	(40, 35.74354706238974)	(45, 35.69994140856232)	(50, 35.65060420797868)	(55, 35.624329213851865)	(60, 35.571948023605025)	(65, 35.52631500326965)	(70, 35.47810384313958)	(75, 35.42143709260186)	(80, 35.37793773077232)	(85, 35.331199445285655)	(90, 35.280715609048215)	(95, 35.21663205440565)	(100, 35.18896916202484)	(105, 35.08172508109227)	(110, 35.05262456110055)	(115, 34.956742472859546)	(120, 34.927556012402675)	(125, 34.80363100584087)	(130, 34.716044746886425)	(135, 34.632455853144776)	(140, 34.53481486700125)	(145, 34.4222648204793)	(150, 34.34841967064101)
789L9_R1_001	(1, 35.98511922316597)	(2, 36.049290424220864)	(3, 36.280753154023046)	(4, 36.33094622989125)	(5, 36.33667981952374)	(6, 36.360991619277364)	(7, 36.3146065915304)	(8, 36.37088586208882)	(9, 36.37250648294296)	(10, 36.40076444257504)	(15, 36.39074696640439)	(20, 36.36691701697851)	(25, 36.30547936473782)	(30, 36.262463656187904)	(35, 36.22754737556034)	(40, 36.18977955696218)	(45, 36.15703194341235)	(50, 36.126344458161675)	(55, 36.09480666597644)	(60, 36.05524495157628)	(65, 36.026610241928054)	(70, 35.993996533960406)	(75, 35.96646018744511)	(80, 35.914287268238)	(85, 35.88036672656051)	(90, 35.832599845971814)	(95, 35.79347945556525)	(100, 35.73812704648932)	(105, 35.68334780174642)	(110, 35.63395592112394)	(115, 35.57316524131577)	(120, 35.514904873134896)	(125, 35.46119368327665)	(130, 35.386333791345066)	(135, 35.250149813898375)	(140, 35.24025971238521)	(145, 35.17165856563484)	(150, 35.06291778252399)
789L9_R2_001	(1, 35.373192121909874)	(2, 35.795254537113955)	(3, 35.940318214981495)	(4, 35.889614072628966)	(5, 35.914937895393294)	(6, 35.88699462036703)	(7, 35.88372326504066)	(8, 35.93269876677435)	(9, 35.90798635317868)	(10, 35.933736124150286)	(15, 35.90382441327779)	(20, 35.87907623097524)	(25, 35.82592516522618)	(30, 35.772805694447335)	(35, 35.72828305070955)	(40, 35.687198949645655)	(45, 35.64048722428401)	(50, 35.589821770091454)	(55, 35.562404310194054)	(60, 35.505169351256974)	(65, 35.45628776941078)	(70, 35.40065491983263)	(75, 35.34019168372159)	(80, 35.292028622534446)	(85, 35.240406258118036)	(90, 35.1820257490357)	(95, 35.11490880899019)	(100, 35.08267668435549)	(105, 34.968537216133875)	(110, 34.93586027497464)	(115, 34.829718486328446)	(120, 34.79569560160062)	(125, 34.66833544407991)	(130, 34.57473721543104)	(135, 34.48763101789165)	(140, 34.38457291780145)	(145, 34.26604118645493)	(150, 34.190887305596185)
789M14_R1_001	(1, 35.9956271610975)	(2, 36.05384087004393)	(3, 36.288567118553296)	(4, 36.33482335459593)	(5, 36.34423268965802)	(6, 36.36909678984432)	(7, 36.322025261838355)	(8, 36.3729955742719)	(9, 36.37428857971122)	(10, 36.404805865046065)	(15, 36.391233518160405)	(20, 36.36790275800769)	(25, 36.30284576669021)	(30, 36.259967938597214)	(35, 36.22328720378426)	(40, 36.18808629255044)	(45, 36.15229120706406)	(50, 36.124753527075065)	(55, 36.08877603325794)	(60, 36.05224112626904)	(65, 36.02085112641397)	(70, 35.98983823176161)	(75, 35.960752461687996)	(80, 35.911209216691034)	(85, 35.87503872719985)	(90, 35.829540788239115)	(95, 35.793186721437635)	(100, 35.73532367784729)	(105, 35.68453616340433)	(110, 35.633456147466305)	(115, 35.58033745018472)	(120, 35.520570262443044)	(125, 35.47013619799852)	(130, 35.390478062744265)	(135, 35.261233914948185)	(140, 35.24830113293602)	(145, 35.183107275971125)	(150, 35.08155019995015)
789M14_R2_001	(1, 35.52233941321503)	(2, 35.91436065252819)	(3, 35.994863190187985)	(4, 35.94357231124604)	(5, 35.96732103386263)	(6, 35.942060145899106)	(7, 35.94110704740236)	(8, 35.98333847731859)	(9, 35.95277294068926)	(10, 35.977335054489416)	(15, 35.94944145348828)	(20, 35.926297939150814)	(25, 35.875332160077015)	(30, 35.82320721897149)	(35, 35.782122101815744)	(40, 35.74349340987773)	(45, 35.698098455165)	(50, 35.647125690725545)	(55, 35.61897036185382)	(60, 35.56445124606806)	(65, 35.51602566908042)	(70, 35.46348915213105)	(75, 35.402189793335346)	(80, 35.35972225805984)	(85, 35.30789505509766)	(90, 35.25595986883669)	(95, 35.1901140254025)	(100, 35.15784931520845)	(105, 35.04886438150171)	(110, 35.014821919507206)	(115, 34.91413262548295)	(120, 34.882413153966255)	(125, 34.75577111665346)	(130, 34.65908035997918)	(135, 34.573173116606426)	(140, 34.472079365158564)	(145, 34.357472048439476)	(150, 34.281717088414055)
789M4_R1_001	(1, 35.972565488711915)	(2, 36.03382898126137)	(3, 36.27116660553043)	(4, 36.324908204048185)	(5, 36.336016135079994)	(6, 36.36602930956498)	(7, 36.32125092060581)	(8, 36.374372369734026)	(9, 36.37508524127913)	(10, 36.404676463798864)	(15, 36.39388298402899)	(20, 36.36930434566657)	(25, 36.306026166579066)	(30, 36.26037440819651)	(35, 36.22156708178237)	(40, 36.18351330863186)	(45, 36.14413324224646)	(50, 36.112446845065044)	(55, 36.072812713866554)	(60, 36.03288277761787)	(65, 35.99594216905926)	(70, 35.96154469207899)	(75, 35.93242254595701)	(80, 35.87526198334625)	(85, 35.8345129063948)	(90, 35.78221469972881)	(95, 35.73800716779921)	(100, 35.68097645691849)	(105, 35.620109328683455)	(110, 35.570866688542715)	(115, 35.512535577419854)	(120, 35.45129962670935)	(125, 35.39167067003818)	(130, 35.313634258627836)	(135, 35.17982334342862)	(140, 35.16855455828632)	(145, 35.10405357651033)	(150, 35.00072874932367)
789M4_R2_001	(1, 35.47019328752662)	(2, 35.86659719460009)	(3, 36.00097169969177)	(4, 35.939598843853446)	(5, 35.97123216243538)	(6, 35.95768989314255)	(7, 35.962582640783985)	(8, 35.99633416698456)	(9, 35.97759813383176)	(10, 36.002207438698534)	(15, 35.97253816061228)	(20, 35.94790653525295)	(25, 35.89542434991693)	(30, 35.84433140913656)	(35, 35.79840616619637)	(40, 35.75524131577115)	(45, 35.70729406826549)	(50, 35.65353195077237)	(55, 35.620373113546876)	(60, 35.564439597876934)	(65, 35.51077129159215)	(70, 35.457158659312945)	(75, 35.39612841743738)	(80, 35.34448476201449)	(85, 35.28811945219221)	(90, 35.22449875074453)	(95, 35.15659612793907)	(100, 35.121412242907205)	(105, 35.00495502721004)	(110, 34.9667700690032)	(115, 34.86411174210579)	(120, 34.82266891818995)	(125, 34.69156629400028)	(130, 34.59355159646992)	(135, 34.50153635828085)	(140, 34.394005039362646)	(145, 34.27362561541659)	(150, 34.196389749387585)
7C14_R1_001	(1, 36.26657331913132)	(2, 36.391702152972094)	(3, 36.61181979613815)	(4, 36.6517985766357)	(5, 36.66203054019246)	(6, 36.68182268415784)	(7, 36.650272809171504)	(8, 36.693121137594915)	(9, 36.69588087223977)	(10, 36.721438829183754)	(15, 36.72967854102856)	(20, 36.71118316823148)	(25, 36.629796974464746)	(30, 36.58191110232082)	(35, 36.54880958869652)	(40, 36.514053979732886)	(45, 36.47353700172157)	(50, 36.44559001963789)	(55, 36.40633943344057)	(60, 36.37215445733232)	(65, 36.337375322305455)	(70, 36.307660876456694)	(75, 36.281853813090834)	(80, 36.231225318113175)	(85, 36.19813814285878)	(90, 36.150433165474105)	(95, 36.11478912369858)	(100, 36.06173082649941)	(105, 36.01134953187203)	(110, 35.96287861354496)	(115, 35.91212418934401)	(120, 35.85105385947905)	(125, 35.80117045644739)	(130, 35.72873620279917)	(135, 35.605493769448216)	(140, 35.58601219735893)	(145, 35.51774184273646)	(150, 35.41843073769574)
7C14_R2_001	(1, 35.66941046384038)	(2, 36.12800159424683)	(3, 36.2445591026215)	(4, 36.22088895965864)	(5, 36.25082922144793)	(6, 36.214522305802625)	(7, 36.232433542619276)	(8, 36.272824537865986)	(9, 36.259463832773704)	(10, 36.2812684028266)	(15, 36.262412793209755)	(20, 36.2431254797973)	(25, 36.13019191677877)	(30, 36.0680505138951)	(35, 36.027076614118705)	(40, 35.98801360463942)	(45, 35.947309745947436)	(50, 35.89777308731875)	(55, 35.872884161498234)	(60, 35.817666360160366)	(65, 35.77005862455091)	(70, 35.71644601389569)	(75, 35.66038792411565)	(80, 35.61329626273976)	(85, 35.56369596487859)	(90, 35.506037524552724)	(95, 35.439986854531085)	(100, 35.40937710116282)	(105, 35.298521488119334)	(110, 35.265977586097414)	(115, 35.16826688514388)	(120, 35.12537967500195)	(125, 35.0009566123497)	(130, 34.90944966038195)	(135, 34.81863394848402)	(140, 34.714355128333764)	(145, 34.593057337738436)	(150, 34.51745431505157)
89C14_R1_001	(1, 36.00248189091784)	(2, 36.05752880165479)	(3, 36.29203101650565)	(4, 36.34075965535835)	(5, 36.35254004366622)	(6, 36.37607604525474)	(7, 36.32953455677476)	(8, 36.38554083701561)	(9, 36.38770101826276)	(10, 36.41588174321845)	(15, 36.40564866049381)	(20, 36.385173197552774)	(25, 36.32693463250772)	(30, 36.28658817157922)	(35, 36.252703065173684)	(40, 36.21778091818262)	(45, 36.18597525020492)	(50, 36.157068799793464)	(55, 36.125251274542585)	(60, 36.08804913025027)	(65, 36.06023255248421)	(70, 36.029677822254996)	(75, 36.00192704001322)	(80, 35.95336825179912)	(85, 35.91784794788724)	(90, 35.875823431397954)	(95, 35.837074008948626)	(100, 35.78457376074125)	(105, 35.728551600713594)	(110, 35.68447267680182)	(115, 35.62471452494937)	(120, 35.57025714101305)	(125, 35.51424841983779)	(130, 35.43839926263668)	(135, 35.303651080218614)	(140, 35.294237209823635)	(145, 35.228006339847184)	(150, 35.12159665634039)
89C14_R2_001	(1, 35.44889291282463)	(2, 35.7938248290386)	(3, 35.9138006409327)	(4, 35.848488412509504)	(5, 35.887010197254924)	(6, 35.85804681913334)	(7, 35.85310511541232)	(8, 35.90807573552119)	(9, 35.88007936053735)	(10, 35.90720676286934)	(15, 35.88364749469623)	(20, 35.86025258277373)	(25, 35.811110941474794)	(30, 35.76084874672188)	(35, 35.71953645284142)	(40, 35.681564134317576)	(45, 35.63427587532182)	(50, 35.58325529047394)	(55, 35.55789063589907)	(60, 35.50056005274613)	(65, 35.453161192909334)	(70, 35.39850463055315)	(75, 35.33850329946682)	(80, 35.2958560064448)	(85, 35.241905815768504)	(90, 35.18744364138413)	(95, 35.12082621698865)	(100, 35.09090133011727)	(105, 34.97824424410295)	(110, 34.947665479354725)	(115, 34.84355290711632)	(120, 34.81506306112923)	(125, 34.68336829568108)	(130, 34.59012280916994)	(135, 34.503590971065876)	(140, 34.40273186271453)	(145, 34.28531982731714)	(150, 34.216601297772606)
89C9_R1_001	(1, 36.35639676973416)	(2, 36.51313836756678)	(3, 36.72561532561781)	(4, 36.75596406071402)	(5, 36.76085884341831)	(6, 36.7740859195706)	(7, 36.74904123633453)	(8, 36.795166888862575)	(9, 36.794359173847184)	(10, 36.815258523982514)	(15, 36.83112803365323)	(20, 36.81548345754657)	(25, 36.72266276221558)	(30, 36.673095322680666)	(35, 36.64213172885393)	(40, 36.60450605658929)	(45, 36.567644837987984)	(50, 36.53634210359889)	(55, 36.50042933469834)	(60, 36.46224722828114)	(65, 36.42879582551828)	(70, 36.392456555076365)	(75, 36.36011142053005)	(80, 36.30852016252771)	(85, 36.272121756565824)	(90, 36.223811506564644)	(95, 36.18314879613112)	(100, 36.12593318036408)	(105, 36.07264203878644)	(110, 36.021186920874065)	(115, 35.96377766360261)	(120, 35.903307302244585)	(125, 35.85255740697589)	(130, 35.78001949466666)	(135, 35.65585174248704)	(140, 35.63199108542382)	(145, 35.5611961588758)	(150, 35.459930883703045)
89C9_R2_001	(1, 35.78877811987883)	(2, 36.27734044232902)	(3, 36.384732849213655)	(4, 36.356349338229705)	(5, 36.378879196733145)	(6, 36.35186292273992)	(7, 36.370779232768356)	(8, 36.40635593831825)	(9, 36.39135782072292)	(10, 36.423546537415284)	(15, 36.409121099528065)	(20, 36.39177193913997)	(25, 36.261185728189254)	(30, 36.19583271258545)	(35, 36.15688154729844)	(40, 36.1220708127956)	(45, 36.08060765593292)	(50, 36.03690931860346)	(55, 36.008086158956445)	(60, 35.95818928799264)	(65, 35.908728107760986)	(70, 35.858318987160175)	(75, 35.7984520033497)	(80, 35.754889742443744)	(85, 35.7042057419497)	(90, 35.64351438373636)	(95, 35.57802982263801)	(100, 35.54012334950037)	(105, 35.44093143590338)	(110, 35.39566088745088)	(115, 35.30117493248173)	(120, 35.247848296858834)	(125, 35.130185303321824)	(130, 35.02905398235761)	(135, 34.93814621976215)	(140, 34.82525069725373)	(145, 34.701515378206295)	(150, 34.61930848474276)
89M9_R1_001	(1, 36.43327733732708)	(2, 36.60756369035515)	(3, 36.81842744670884)	(4, 36.848513968799686)	(5, 36.85252510583267)	(6, 36.86507338360658)	(7, 36.84840847166087)	(8, 36.89310530480572)	(9, 36.896768991049)	(10, 36.912070417976665)	(15, 36.93501931271368)	(20, 36.92576876962799)	(25, 36.83848735603691)	(30, 36.79355251535817)	(35, 36.769706226560906)	(40, 36.73848822760476)	(45, 36.70930800774615)	(50, 36.67969868776638)	(55, 36.646358458531196)	(60, 36.61224012774297)	(65, 36.58665023271129)	(70, 36.55421730025817)	(75, 36.526025716384666)	(80, 36.480452973594325)	(85, 36.447496105882976)	(90, 36.40699082966255)	(95, 36.367324204898864)	(100, 36.315933024876735)	(105, 36.26367912101474)	(110, 36.21834168015503)	(115, 36.160341395799335)	(120, 36.10572634512728)	(125, 36.05141619348464)	(130, 35.981378669547944)	(135, 35.85783861119353)	(140, 35.83040929093464)	(145, 35.75302684551952)	(150, 35.65115908631671)
89M9_R2_001	(1, 35.779334527470404)	(2, 36.28583848222288)	(3, 36.41718028124264)	(4, 36.405448603724246)	(5, 36.42895591144635)	(6, 36.4064471638193)	(7, 36.43110905832227)	(8, 36.47385796406349)	(9, 36.46501299411414)	(10, 36.49521785693871)	(15, 36.487078514735025)	(20, 36.47676178216697)	(25, 36.31674850225343)	(30, 36.25200769396569)	(35, 36.22144346714181)	(40, 36.19322664523001)	(45, 36.16015851626857)	(50, 36.11887891350673)	(55, 36.097400915167626)	(60, 36.04922015263773)	(65, 36.00841466139669)	(70, 35.960466730464006)	(75, 35.908208506192054)	(80, 35.86839276312086)	(85, 35.819896589276965)	(90, 35.766547258306886)	(95, 35.70211816118006)	(100, 35.66880432494423)	(105, 35.572908334749854)	(110, 35.532842467747585)	(115, 35.43918627859191)	(120, 35.3913064048099)	(125, 35.271781215723784)	(130, 35.17617026564479)	(135, 35.07900929364025)	(140, 34.96728611257159)	(145, 34.8380447706758)	(150, 34.75229608667641)
