Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
123C9_R2_001	45.71488975835568	44.0	147.81949000967953	150	9.090909090909092	18225091.0
123H14_R1_001	53.83203087226098	42.0	147.2366066568823	150	18.181818181818183	17867253.0
123H14_R2_001	52.65900830450905	43.0	147.24009180370368	150	18.181818181818183	17867253.0
123H4_R1_001	47.9471258462715	46.0	146.6694342279319	150	9.090909090909092	17402927.0
123H4_R2_001	46.85078179385197	46.0	146.6794588059813	150	9.090909090909092	17402927.0
123H9_R1_001	51.51894953147035	45.0	145.87591300044747	150	18.181818181818183	18146760.0
123H9_R2_001	50.74223431551108	45.0	145.8909209137058	150	9.090909090909092	18146760.0
123L14_R1_001	47.95693050387394	42.0	147.47801440606017	150	9.090909090909092	17104746.0
123L14_R2_001	46.58760771791306	42.0	147.4892982918308	150	9.090909090909092	17104746.0
123L4_R1_001	50.54220819988255	46.0	147.71452872041672	150	18.181818181818183	17773802.0
123L4_R2_001	49.25368900752051	46.0	147.72525782609708	150	9.090909090909092	17773802.0
123L9_R1_001	39.76795201673299	46.0	147.18945642831716	150	9.090909090909092	17349984.0
123L9_R2_001	38.343554064191245	46.0	147.20070202946584	150	9.090909090909092	17349984.0
123M4_R1_001	52.23574241025911	43.0	146.96947837840617	150	18.181818181818183	17894888.0
123M4_R2_001	51.04734375219505	43.0	146.98189684115374	150	9.090909090909092	17894888.0
123M9_R1_001	46.824117158281354	48.0	148.16658442456577	150	18.181818181818183	17545758.0
123M9_R2_001	46.04601781420177	48.0	148.16815306582936	150	18.181818181818183	17545758.0
131415C14_R1_001	41.65851831347573	44.0	147.6149585744565	150	9.090909090909092	18114186.0
131415C14_R2_001	40.29612055228697	44.0	147.62453101674015	150	9.090909090909092	18114186.0
131415C4_R1_001	51.82385377003189	44.0	147.05421306328722	150	9.090909090909092	18229776.0
131415C4_R2_001	50.72090983937433	44.0	147.06409179136375	150	9.090909090909092	18229776.0
131415C9_R1_001	41.29431579880898	46.0	147.9609742317497	150	9.090909090909092	17727979.0
131415C9_R2_001	40.03044689976177	46.0	147.97130597909666	150	9.090909090909092	17727979.0
131415H14_R1_001	40.56680825198982	45.0	147.37267134257422	150	9.090909090909092	18443621.0
131415H14_R2_001	39.086019423642746	45.0	147.38129866147216	150	0.0	18443621.0
131415H4_R1_001	53.729056331471064	49.0	147.52174069572678	150	18.181818181818183	19582400.0
131415H4_R2_001	52.92819670875417	49.0	147.52205638736825	150	18.181818181818183	19582400.0
131415H9_R1_001	43.99182190055511	45.0	147.8868523180168	150	9.090909090909092	17891458.0
131415H9_R2_001	42.57979803172055	45.0	147.89567457274862	150	0.0	17891458.0
131415L14_R1_001	39.835522944521614	44.0	148.1827237717994	150	9.090909090909092	18356692.0
131415L14_R2_001	38.41722843957467	44.0	148.19387447367967	150	9.090909090909092	18356692.0
131415L4_R1_001	90.18504566255628	38.0	147.86266876595425	150	18.181818181818183	18124879.0
131415L4_R2_001	89.78321633902074	38.0	147.85916766671932	150	18.181818181818183	18124879.0
131415L9_R1_001	41.75085119459223	45.0	147.98006692101444	150	9.090909090909092	18257942.0
131415L9_R2_001	40.20038701313518	45.0	147.9903762428427	150	9.090909090909092	18257942.0
131415M14_R1_001	43.919566629835195	43.0	148.19455169946232	150	9.090909090909092	18476991.0
131415M14_R2_001	42.24916696768989	43.0	148.20687919369556	150	9.090909090909092	18476991.0
131415M4_R1_001	44.57445382518742	46.0	148.17497580553814	150	0.0	18115716.0
131415M4_R2_001	43.24630946695369	46.0	148.1840175127497	150	0.0	18115716.0
131415M9_R1_001	42.15281328070175	46.0	147.98858184704451	150	9.090909090909092	18084361.0
131415M9_R2_001	41.0250303056062	46.0	147.99847072285274	150	9.090909090909092	18084361.0
13M14_R1_001	55.07726063659741	42.0	147.59250367464168	150	18.181818181818183	17750030.0
13M14_R2_001	54.63106888690474	43.0	147.59437020669824	150	9.090909090909092	17750030.0
456C4_R1_001	37.66122823015651	50.0	147.15078770358681	150	9.090909090909092	18353287.0
456C4_R2_001	36.67951766955555	50.0	147.16129628442033	150	9.090909090909092	18353287.0
456H4_R1_001	60.138278423056676	43.0	147.4367845374991	150	18.181818181818183	16854919.0
456H4_R2_001	59.01382669492108	43.0	147.44572952263965	150	18.181818181818183	16854919.0
456H9_R1_001	66.4929083665355	40.0	148.1222878412209	150	9.090909090909092	21457031.0
456H9_R2_001	65.42034289314358	40.0	148.1216801616216	150	9.090909090909092	21457031.0
456L14_R1_001	42.467360611038195	43.0	146.21392772762684	150	9.090909090909092	17883348.0
456L14_R2_001	41.79225747545156	43.0	146.23413697479913	150	9.090909090909092	17883348.0
456L4_R1_001	75.45721134615127	42.0	147.20833966892545	150	18.181818181818183	17243850.0
456L4_R2_001	75.10843591898146	42.0	147.2096152541341	150	18.181818181818183	17243850.0
456L9_R1_001	57.47237341140077	44.0	147.20318379059484	150	18.181818181818183	17454163.0
456L9_R2_001	56.616127924949915	44.0	147.20575922202627	150	9.090909090909092	17454163.0
456M14_R1_001	49.983897259600994	45.0	147.94905997476724	150	9.090909090909092	17764204.0
456M14_R2_001	49.094087214258195	45.0	147.95095558461273	150	9.090909090909092	17764204.0
456M4_R1_001	41.37363810810714	47.0	147.69768563059574	150	18.181818181818183	18186509.0
456M4_R2_001	40.18657192519194	47.0	147.70952534100965	150	9.090909090909092	18186509.0
456M9_R1_001	52.05957436491346	43.0	146.4399181330147	150	18.181818181818183	16533649.0
456M9_R2_001	50.80469553669551	43.0	146.45247138124196	150	9.090909090909092	16533649.0
45C14_R1_001	78.77660291677218	41.0	147.92241320451984	150	18.181818181818183	18161660.0
45C14_R2_001	78.20235742384926	41.0	147.92172934632626	150	18.181818181818183	18161660.0
45C9_R1_001	52.59169773853283	42.0	147.3518368081085	150	18.181818181818183	16857014.0
45C9_R2_001	51.19372735618553	42.0	147.36272278115212	150	9.090909090909092	16857014.0
45H14_R1_001	59.306322906601814	40.0	147.71547172488414	150	9.090909090909092	17788928.0
45H14_R2_001	58.554574966695036	40.0	147.72215397127923	150	9.090909090909092	17788928.0
67C9_R1_001	56.53222133954641	46.0	147.79708359853922	150	9.090909090909092	20660050.0
67C9_R2_001	55.67036231583069	46.0	147.79989119097002	150	9.090909090909092	20660050.0
6C14_R1_001	40.96888672745924	46.0	147.69108647543723	150	0.0	18475015.0
6C14_R2_001	40.05040558358716	46.0	147.70161198786576	150	0.0	18475015.0
789C4_R1_001	80.46314475113905	25.0	145.0863476366079	150	18.181818181818183	17434073.0
789C4_R2_001	79.7368881481227	25.0	145.08960929554442	150	18.181818181818183	17434073.0
789H14_R1_001	49.588926972747686	44.0	146.84929434569318	150	9.090909090909092	17470665.0
789H14_R2_001	48.714395604656936	44.0	146.85155213038541	150	9.090909090909092	17470665.0
789H4_R1_001	59.82838725130106	45.0	148.3732132453876	150	9.090909090909092	18622241.0
789H4_R2_001	58.753247296134965	45.0	148.37466199691005	150	9.090909090909092	18622241.0
789H9_R1_001	42.67979938445448	45.0	148.21447247222827	150	9.090909090909092	17847013.0
789H9_R2_001	41.10019118786352	45.0	148.22414960979745	150	9.090909090909092	17847013.0
789L14_R1_001	42.549217004813165	43.0	146.02854864929287	150	9.090909090909092	17704060.0
789L14_R2_001	41.21175281075076	43.0	146.04100443627055	150	9.090909090909092	17704060.0
789L4_R1_001	50.05119536744553	49.0	148.02217411466967	150	18.181818181818183	18087712.0
789L4_R2_001	49.085289670294806	49.0	148.02278115662168	150	9.090909090909092	18087712.0
789L9_R1_001	56.63443996712561	44.0	148.2659034034966	150	18.181818181818183	17724948.0
789L9_R2_001	55.509225323792876	44.0	148.26623700109022	150	9.090909090909092	17724948.0
789M14_R1_001	53.04393759964544	44.0	147.86709313729165	150	18.181818181818183	20149727.0
789M14_R2_001	52.12427455241804	44.0	147.8699366001336	150	18.181818181818183	20149727.0
789M4_R1_001	60.69907793032088	44.0	148.13934176083512	150	9.090909090909092	18782474.0
789M4_R2_001	59.754304523411236	44.0	148.14066730506323	150	9.090909090909092	18782474.0
7C14_R1_001	52.26280008293205	43.0	147.68399447916966	150	18.181818181818183	17801670.0
7C14_R2_001	51.02109454241283	43.0	147.69369952369638	150	9.090909090909092	17801670.0
89C14_R1_001	53.67354399788566	43.0	148.47609252435794	150	18.181818181818183	20985047.0
89C14_R2_001	52.594396431300524	43.0	148.47791110498824	150	18.181818181818183	20985047.0
89C9_R1_001	50.809924810036584	43.0	147.5500112767575	150	18.181818181818183	17939554.0
89C9_R2_001	49.86890431479532	43.0	147.5591067648616	150	0.0	17939554.0
89M9_R1_001	45.81442747786082	46.0	146.9329022865798	150	9.090909090909092	17844468.0
89M9_R2_001	44.510023259907925	46.0	146.9423387124794	150	0.0	17844468.0
