Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
789H14_R2_001	789H14_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17470665.0	2.5 Gbp	0.0	15-150	44.0	51.285604395343064	146.85155213038541	150	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
789H4_R1_001	789H4_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18622241.0	2.7 Gbp	0.0	15-150	45.0	40.17161274869894	148.3732132453876	150	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
789H4_R2_001	789H4_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18622241.0	2.7 Gbp	0.0	15-150	45.0	41.246752703865035	148.37466199691005	150	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
789H9_R1_001	789H9_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17847013.0	2.6 Gbp	0.0	15-150	45.0	57.32020061554552	148.21447247222827	150	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
789H9_R2_001	789H9_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17847013.0	2.6 Gbp	0.0	15-150	45.0	58.89980881213648	148.22414960979745	150	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
789L14_R1_001	789L14_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17704060.0	2.5 Gbp	0.0	15-150	43.0	57.450782995186835	146.02854864929287	150	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
789L14_R2_001	789L14_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17704060.0	2.5 Gbp	0.0	15-150	43.0	58.78824718924924	146.04100443627055	150	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
789L4_R1_001	789L4_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18087712.0	2.6 Gbp	0.0	15-150	49.0	49.94880463255447	148.02217411466967	150	pass	pass	pass	pass	warn	fail	pass	warn	fail	pass	pass
789L4_R2_001	789L4_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18087712.0	2.6 Gbp	0.0	15-150	49.0	50.914710329705194	148.02278115662168	150	pass	pass	pass	pass	warn	fail	pass	warn	warn	pass	pass
789L9_R1_001	789L9_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17724948.0	2.6 Gbp	0.0	15-150	44.0	43.36556003287439	148.2659034034966	150	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
789L9_R2_001	789L9_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17724948.0	2.6 Gbp	0.0	15-150	44.0	44.490774676207124	148.26623700109022	150	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
789M14_R1_001	789M14_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20149727.0	2.9 Gbp	0.0	15-150	44.0	46.95606240035456	147.86709313729165	150	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
789M14_R2_001	789M14_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20149727.0	2.9 Gbp	0.0	15-150	44.0	47.87572544758196	147.8699366001336	150	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
789M4_R1_001	789M4_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18782474.0	2.7 Gbp	0.0	15-150	44.0	39.30092206967912	148.13934176083512	150	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
789M4_R2_001	789M4_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18782474.0	2.7 Gbp	0.0	15-150	44.0	40.245695476588764	148.14066730506323	150	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
7C14_R1_001	7C14_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17801670.0	2.6 Gbp	0.0	15-150	43.0	47.73719991706795	147.68399447916966	150	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
7C14_R2_001	7C14_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17801670.0	2.6 Gbp	0.0	15-150	43.0	48.97890545758717	147.69369952369638	150	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
89C14_R1_001	89C14_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20985047.0	3.1 Gbp	0.0	15-150	43.0	46.32645600211434	148.47609252435794	150	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
89C14_R2_001	89C14_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20985047.0	3.1 Gbp	0.0	15-150	43.0	47.405603568699476	148.47791110498824	150	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
89C9_R1_001	89C9_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17939554.0	2.6 Gbp	0.0	15-150	43.0	49.190075189963416	147.5500112767575	150	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
89C9_R2_001	89C9_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17939554.0	2.6 Gbp	0.0	15-150	43.0	50.13109568520468	147.5591067648616	150	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
89M9_R1_001	89M9_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17844468.0	2.6 Gbp	0.0	15-150	46.0	54.18557252213918	146.9329022865798	150	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
89M9_R2_001	89M9_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17844468.0	2.6 Gbp	0.0	15-150	46.0	55.489976740092075	146.9423387124794	150	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
